#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-MAC>
621640471, 0.0, 1.774, 0.86, 7, 8, -56, 2, b0:e4:d5:01:eb:5d
621640985, 0.0, 1.862, 0.802, 7, 8, -56, 2, b0:e4:d5:01:eb:5d
621641494, 0.0, 1.863, 0.782, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621642008, 0.0, 1.892, 0.791, 7, 8, -56, 2, b0:e4:d5:01:eb:5d
621642520, 0.0, 1.833, 0.805, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621643031, 0.0, 1.833, 0.831, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621643543, 0.0, 1.804, 0.861, 7, 8, -56, 2, b0:e4:d5:01:eb:5d
621644050, 0.0, 1.862, 0.842, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621644568, 0.0, 1.833, 0.819, 7, 8, -56, 2, b0:e4:d5:01:eb:5d
621645079, 0.0, 1.804, 0.849, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621645592, 0.0, 1.804, 0.813, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621646099, 0.0, 1.804, 0.834, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621646615, 0.0, 1.657, 0.902, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621647122, 0.0, 1.862, 0.83, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621647630, 0.0, 1.833, 0.858, 7, 8, -56, 2, b0:e4:d5:01:eb:5d
