#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-MAC>
620328875, 0.0, 7.181, 1.307, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620329389, 0.0, 7.337, 1.241, 7, 8, -75, 2, cc:f4:11:4b:fb:1b
620329899, 0.0, 7.22, 1.19, 7, 8, -75, 2, cc:f4:11:4b:fb:1b
620330411, 0.0, 7.259, 1.155, 7, 8, -75, 2, cc:f4:11:4b:fb:1b
620330918, 0.0, 7.259, 1.255, 7, 8, -75, 2, cc:f4:11:4b:fb:1b
620331433, 0.0, 7.337, 1.117, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620331947, 0.0, 7.259, 1.227, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620332460, 0.0, 7.376, 1.169, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620332972, 0.0, 7.22, 1.19, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620333479, 0.0, 7.298, 1.223, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620333995, 0.0, 7.298, 1.21, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620334507, 0.0, 7.181, 1.279, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620335021, 0.0, 7.259, 1.213, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620335532, 0.0, 7.239, 0.212, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620336038, 0.0, 7.259, 1.139, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620336554, 0.0, 7.259, 1.217, 7, 8, -73, 2, cc:f4:11:4b:fb:1b
620337066, 0.0, 7.298, 1.163, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620337576, 0.0, 7.22, 1.217, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620338086, 0.0, 7.376, 1.097, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620338591, 0.0, 7.298, 1.17, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620339109, 0.0, 7.298, 1.137, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620339621, 0.0, 7.181, 1.241, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620340163, 0.0, 7.337, 1.172, 7, 8, -73, 2, cc:f4:11:4b:fb:1b
620340641, 0.0, 7.298, 1.193, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620341148, 0.0, 7.269, 1.157, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620341663, 0.0, 7.259, 1.224, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620342176, 0.0, 7.259, 1.123, 7, 8, -73, 2, cc:f4:11:4b:fb:1b
620342683, 0.0, 7.259, 1.183, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620343197, 0.0, 7.259, 1.211, 7, 8, -73, 2, cc:f4:11:4b:fb:1b
620343701, 0.0, 7.376, 1.159, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620344214, 0.0, 7.22, 1.246, 7, 8, -73, 2, cc:f4:11:4b:fb:1b
620344727, 0.0, 7.259, 1.217, 7, 8, -73, 2, cc:f4:11:4b:fb:1b
620345239, 0.0, 7.22, 1.229, 7, 8, -73, 2, cc:f4:11:4b:fb:1b
620345752, 0.0, 7.337, 1.177, 7, 8, -73, 2, cc:f4:11:4b:fb:1b
620346260, 0.0, 7.337, 1.131, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620346775, 0.0, 7.22, 1.229, 7, 8, -73, 2, cc:f4:11:4b:fb:1b
620347287, 0.0, 7.22, 1.245, 7, 8, -73, 2, cc:f4:11:4b:fb:1b
620347803, 0.0, 7.298, 1.148, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620348313, 0.0, 7.259, 1.183, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620348819, 0.0, 7.22, 1.247, 7, 8, -73, 2, cc:f4:11:4b:fb:1b
