#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-MAC>
620178187, 0.0, 6.946, 0.157, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620178698, 0.0, 6.888, 0.236, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620179209, 0.0, 7.122, 0.197, 7, 8, -75, 2, cc:f4:11:4b:fb:1b
620179718, 0.0, 7.063, 0.14, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620180224, 0.0, 6.858, 0.223, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620180737, 0.0, 6.888, 0.224, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620181248, 0.0, 7.181, 0.171, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620181762, 0.0, 7.063, 0.178, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620182271, 0.0, 7.239, 0.108, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620182782, 0.0, 6.946, 0.288, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620183295, 0.0, 7.181, 1.096, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620183807, 0.0, 7.122, 0.202, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620184317, 0.0, 7.102, 0.184, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620184828, 0.0, 7.034, 0.242, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620185342, 0.0, 6.829, 0.207, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620185852, 0.0, 6.917, 0.252, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620186367, 0.0, 7.034, 0.294, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620186875, 0.0, 7.151, 0.171, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620187387, 0.0, 7.093, 0.166, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
