#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-MAC>
620178187, 0.0, 3.122, 0.084, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620178698, 0.0, 3.2, 0.103, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620179209, 0.0, 3.044, 0.078, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620179718, 0.0, 3.083, 0.171, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620180224, 0.0, 3.161, 0.139, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620180737, 0.0, 3.083, 0.108, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620181249, 0.0, 3.122, 0.079, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620181762, 0.0, 3.122, 0.118, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620182271, 0.0, 3.122, 0.123, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620182782, 0.0, 3.181, 0.115, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620183295, 0.0, 3.151, 0.137, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620183807, 0.0, 3.161, 0.107, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620184317, 0.0, 3.122, 0.105, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620184828, 0.0, 3.064, 0.11, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620185342, 0.0, 3.122, 0.079, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620185852, 0.0, 3.083, 0.078, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620186367, 0.0, 3.122, 0.134, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620186875, 0.0, 3.122, 0.154, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620187387, 0.0, 3.122, 0.132, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620187896, 0.0, 3.083, 0.1, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620188410, 0.0, 3.044, 0.196, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620188920, 0.0, 3.161, 0.09, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620189431, 0.0, 3.044, 0.147, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620189941, 0.0, 3.083, 0.077, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620190455, 0.0, 3.005, 0.133, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620190965, 0.0, 3.083, 0.151, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620191477, 0.0, 3.151, 0.084, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620191988, 0.0, 3.083, 0.12, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620192499, 0.0, 3.151, 0.084, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620193011, 0.0, 3.005, 0.153, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620193520, 0.0, 3.161, 0.121, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620194030, 0.0, 3.083, 0.109, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
