#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-MAC>
620321712, 0.0, 3.161, 0.105, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620322224, 0.0, 3.24, 0.086, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620322733, 0.0, 3.2, 0.09, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620323241, 0.0, 3.083, 0.185, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620323757, 0.0, 3.2, 0.115, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620324268, 0.0, 3.239, 0.141, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620324778, 0.0, 3.122, 0.115, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620325291, 0.0, 3.044, 0.163, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620325799, 0.0, 3.083, 0.153, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620326313, 0.0, 3.152, 0.123, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620326825, 0.0, 3.21, 0.109, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620327338, 0.0, 3.298, 0.064, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620327850, 0.0, 3.269, 0.121, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620328357, 0.0, 3.298, 0.085, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620328875, 0.0, 3.122, 0.088, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620329389, 0.0, 3.083, 0.1, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620329899, 0.0, 3.083, 0.139, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620330411, 0.0, 3.161, 0.146, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620330918, 0.0, 3.122, 0.125, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620331433, 0.0, 3.2, 0.079, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620331947, 0.0, 3.298, 0.057, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620332460, 0.0, 3.161, 0.084, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620332972, 0.0, 3.239, 0.106, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620333480, 0.0, 3.2, 0.106, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620333996, 0.0, 3.083, 0.14, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620334507, 0.0, 3.122, 0.146, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620335021, 0.0, 3.161, 0.106, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620335532, 0.0, 3.083, 0.084, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620336039, 0.0, 3.239, 0.075, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620336554, 0.0, 3.122, 0.116, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620337066, 0.0, 3.044, 0.185, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620337576, 0.0, 3.083, 0.138, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620338086, 0.0, 3.239, 0.132, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620338592, 0.0, 3.122, 0.087, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620339109, 0.0, 3.083, 0.085, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620339621, 0.0, 3.083, 0.148, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620340163, 0.0, 3.005, 0.166, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620340641, 0.0, 3.2, 0.119, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620341148, 0.0, 3.083, 0.14, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620341663, 0.0, 3.2, 0.11, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620342176, 0.0, 3.2, 0.078, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620342683, 0.0, 3.122, 0.106, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620343197, 0.0, 3.161, 0.106, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620343701, 0.0, 3.122, 0.148, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620344214, 0.0, 3.122, 0.105, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620344727, 0.0, 3.122, 0.119, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620345239, 0.0, 3.122, 0.131, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620345752, 0.0, 3.122, 0.119, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620346260, 0.0, 3.21, 0.092, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620346775, 0.0, 3.161, 0.121, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620347287, 0.0, 3.161, 0.147, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620347803, 0.0, 3.083, 0.136, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620348313, 0.0, 3.083, 0.136, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
620348819, 0.0, 3.161, 0.09, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
