#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-MAC>
621521019, 0.0, 1.862, 0.792, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621521524, 0.0, 1.862, 0.817, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621522030, 0.0, 1.775, 0.828, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621522546, 0.0, 1.833, 0.732, 7, 8, -56, 2, b0:e4:d5:01:eb:5d
621523059, 0.0, 1.745, 0.883, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621523566, 0.0, 1.804, 0.873, 7, 8, -56, 2, b0:e4:d5:01:eb:5d
621524078, 0.0, 1.804, 0.829, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621524588, 0.0, 1.862, 0.792, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621525099, 0.0, 1.804, 0.891, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621525605, 0.0, 1.804, 0.779, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621526119, 0.0, 1.862, 0.773, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621526629, 0.0, 1.804, 0.816, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621527136, 0.0, 1.775, 0.775, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621527648, 0.0, 1.774, 0.844, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621528159, 0.0, 1.833, 0.724, 7, 8, -56, 2, b0:e4:d5:01:eb:5d
621528669, 0.0, 1.862, 0.844, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621529181, 0.0, 1.774, 0.833, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621529692, 0.0, 1.804, 0.836, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621530203, 0.0, 1.892, 0.814, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621530713, 0.0, 1.833, 0.781, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621531225, 0.0, 1.833, 0.831, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621531735, 0.0, 1.775, 0.775, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621532246, 0.0, 1.774, 0.833, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621532756, 0.0, 1.833, 0.781, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621533270, 0.0, 1.745, 0.817, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621533780, 0.0, 1.804, 0.756, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621534291, 0.0, 1.833, 0.821, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621534802, 0.0, 1.833, 0.766, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621535314, 0.0, 1.804, 0.82, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621535826, 0.0, 1.804, 0.818, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621536338, 0.0, 1.833, 0.784, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621536849, 0.0, 1.863, 0.82, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621537360, 0.0, 1.804, 0.807, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621537870, 0.0, 1.892, 0.744, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621538383, 0.0, 1.774, 0.868, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621538893, 0.0, 1.745, 0.856, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621539402, 0.0, 1.745, 0.883, 7, 8, -56, 2, b0:e4:d5:01:eb:5d
621539916, 0.0, 1.775, 0.786, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621540423, 0.0, 1.863, 0.751, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621540937, 0.0, 1.892, 0.814, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621541445, 0.0, 1.775, 0.809, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621541951, 0.0, 1.774, 0.849, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621542466, 0.0, 1.745, 0.825, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621542977, 0.0, 1.892, 0.778, 7, 8, -56, 2, b0:e4:d5:01:eb:5d
621543490, 0.0, 1.774, 0.846, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621544001, 0.0, 1.833, 0.767, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621544513, 0.0, 1.862, 0.808, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621545027, 0.0, 1.833, 0.781, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621545541, 0.0, 1.716, 0.848, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621546051, 0.0, 1.774, 0.864, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621546565, 0.0, 1.833, 0.814, 7, 8, -56, 2, b0:e4:d5:01:eb:5d
621547074, 0.0, 1.833, 0.86, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621547586, 0.0, 1.921, 0.799, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
621548096, 0.0, 1.892, 0.778, 7, 8, -57, 2, b0:e4:d5:01:eb:5d
