#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-MAC>
621598035, 0.0, 8.001, 0.106, 7, 8, -70, 2, cc:f4:11:4b:fb:1b
621598547, 0.0, 8.04, 0.126, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621599060, 0.0, 7.884, 0.165, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621599578, 0.0, 7.923, 0.168, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621600068, 0.0, 7.884, 0.113, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621600598, 0.0, 8.001, 0.138, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621601106, 0.0, 7.884, 0.169, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621601619, 0.0, 7.923, 0.142, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621602132, 0.0, 7.923, 0.18, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621602646, 0.0, 8.04, 0.165, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621603149, 0.0, 8.04, 0.137, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621603663, 0.0, 7.923, 0.124, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621604176, 0.0, 7.845, 0.206, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621604687, 0.0, 7.884, 0.186, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621605199, 0.0, 8.04, 0.131, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621605711, 0.0, 8.001, 0.151, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621606222, 0.0, 7.884, 0.185, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621606733, 0.0, 7.806, 0.225, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621607246, 0.0, 7.884, 0.196, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621607756, 0.0, 7.962, 0.154, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621608268, 0.0, 8.001, 0.151, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621608779, 0.0, 7.884, 0.138, 7, 8, -69, 2, cc:f4:11:4b:fb:1b
621609292, 0.0, 7.187, 0.946, 7, 8, -69, 2, cc:f4:11:4b:fb:1b
621609803, 0.0, 8.04, 0.139, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621610316, 0.0, 7.923, 0.165, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621610825, 0.0, 7.226, 0.764, 7, 8, -70, 2, cc:f4:11:4b:fb:1b
621611338, 0.0, 7.923, 0.156, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621611848, 0.0, 7.962, 0.181, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621612358, 0.0, 7.767, 0.242, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621612868, 0.0, 7.962, 0.127, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621613381, 0.0, 8.04, 0.111, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621613892, 0.0, 7.962, 0.2, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621614404, 0.0, 7.884, 0.185, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621614915, 0.0, 8.001, 0.145, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621615426, 0.0, 8.04, 0.084, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621615936, 0.0, 7.962, 0.145, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621616448, 0.0, 7.884, 0.111, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621616960, 0.0, 7.845, 0.154, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621617466, 0.0, 7.923, 0.144, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621617977, 0.0, 7.923, 0.167, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621618490, 0.0, 7.962, 0.156, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621619003, 0.0, 7.923, 0.168, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621619515, 0.0, 7.845, 0.138, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621620025, 0.0, 8.001, 0.127, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621620539, 0.0, 7.923, 0.125, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621621048, 0.0, 8.04, 0.171, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621621562, 0.0, 7.923, 0.163, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621622074, 0.0, 7.845, 0.186, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621622582, 0.0, 8.001, 0.096, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621623091, 0.0, 7.923, 0.17, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621623602, 0.0, 7.884, 0.207, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621624114, 0.0, 8.04, 0.071, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621624625, 0.0, 7.962, 0.083, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621625139, 0.0, 7.923, 0.156, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621625648, 0.0, 7.923, 0.144, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621626160, 0.0, 7.923, 0.176, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621626671, 0.0, 7.884, 0.162, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621627181, 0.0, 7.923, 0.136, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621627691, 0.0, 7.923, 0.164, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621628196, 0.0, 7.923, 0.142, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621628712, 0.0, 7.923, 0.125, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621629223, 0.0, 7.923, 0.156, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621629736, 0.0, 7.962, 0.104, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621630248, 0.0, 7.923, 0.15, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621630758, 0.0, 7.923, 0.151, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621631268, 0.0, 7.923, 0.118, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621631781, 0.0, 7.923, 0.139, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621632292, 0.0, 7.962, 0.136, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621632803, 0.0, 7.923, 0.124, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621633313, 0.0, 8.001, 0.113, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621633825, 0.0, 7.923, 0.145, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621634338, 0.0, 7.923, 0.138, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621634850, 0.0, 7.923, 0.151, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621635361, 0.0, 7.923, 0.125, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621635874, 0.0, 7.884, 0.172, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621636385, 0.0, 7.962, 0.129, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621636897, 0.0, 7.923, 0.156, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621637406, 0.0, 7.962, 0.262, 7, 8, -68, 2, cc:f4:11:4b:fb:1b
621637918, 0.0, 8.001, 0.103, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621638428, 0.0, 7.923, 0.141, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621638938, 0.0, 7.962, 0.165, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621639453, 0.0, 7.884, 0.179, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621639953, 0.0, 7.767, 0.219, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621640471, 0.0, 7.884, 0.151, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621640985, 0.0, 7.845, 0.154, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621641494, 0.0, 7.884, 0.207, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621642008, 0.0, 7.884, 0.185, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621642520, 0.0, 7.962, 0.106, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621643031, 0.0, 7.962, 0.112, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621643543, 0.0, 7.884, 0.175, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621644050, 0.0, 7.923, 0.154, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621644568, 0.0, 8.001, 0.138, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621645079, 0.0, 7.962, 0.104, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621645592, 0.0, 8.04, 0.104, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621646099, 0.0, 7.845, 0.219, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621646615, 0.0, 7.845, 0.196, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621647122, 0.0, 7.962, 0.187, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621647630, 0.0, 7.962, 0.129, 7, 8, -72, 2, cc:f4:11:4b:fb:1b
