#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-MAC>
621425093, 0.0, 3.825, 0.143, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621425605, 0.0, 3.903, 0.108, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
621426114, 0.0, 3.864, 0.176, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621426617, 0.0, 3.747, 0.193, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621427132, 0.0, 3.786, 0.223, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621427641, 0.0, 3.982, 0.091, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621428146, 0.0, 3.786, 0.146, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621428660, 0.0, 3.825, 0.19, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621429165, 0.0, 3.786, 0.212, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621429680, 0.0, 3.825, 0.171, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621430188, 0.0, 3.786, 0.171, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621430699, 0.0, 3.825, 0.188, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621431207, 0.0, 3.864, 0.134, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621431713, 0.0, 3.903, 0.165, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
621432228, 0.0, 3.786, 0.122, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
621432740, 0.0, 3.825, 0.171, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621433249, 0.0, 3.786, 0.203, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621433760, 0.0, 3.786, 0.208, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
621434262, 0.0, 3.786, 0.203, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
621434776, 0.0, 3.825, 0.188, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621435284, 0.0, 3.864, 0.153, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
621435794, 0.0, 3.786, 0.203, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621436303, 0.0, 3.864, 0.128, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621436805, 0.0, 3.903, 0.134, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
621437320, 0.0, 3.786, 0.186, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
621437830, 0.0, 3.825, 0.187, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621438341, 0.0, 3.786, 0.234, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
621438850, 0.0, 3.786, 0.122, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621439355, 0.0, 3.864, 0.151, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
621439870, 0.0, 3.825, 0.105, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
621440381, 0.0, 3.825, 0.098, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621440887, 0.0, 3.864, 0.162, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621441400, 0.0, 3.825, 0.185, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621441907, 0.0, 3.747, 0.193, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
621442423, 0.0, 3.825, 0.105, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621442933, 0.0, 3.864, 0.128, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621443446, 0.0, 3.825, 0.182, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621443956, 0.0, 3.903, 0.138, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621444467, 0.0, 3.786, 0.18, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
621444978, 0.0, 3.825, 0.196, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621445489, 0.0, 3.786, 0.177, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621446000, 0.0, 3.786, 0.203, 7, 8, -62, 0, b0:e4:d5:1a:85:5d
621446511, 0.0, 3.786, 0.138, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621447023, 0.0, 3.864, 0.164, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621447536, 0.0, 3.786, 0.122, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621448046, 0.0, 3.825, 0.125, 7, 8, -62, 0, b0:e4:d5:1a:85:5d
621448557, 0.0, 3.786, 0.179, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621449065, 0.0, 3.786, 0.238, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
621449576, 0.0, 3.864, 0.133, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
621450088, 0.0, 3.825, 0.134, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
621450601, 0.0, 3.786, 0.216, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
621451112, 0.0, 3.825, 0.162, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621451624, 0.0, 3.825, 0.171, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
621452135, 0.0, 3.825, 0.147, 7, 8, -61, 0, b0:e4:d5:1a:85:5d
