#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-MAC>
621392473, 0.0, 8.04, 0.367, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621392985, 0.0, 7.962, 0.258, 7, 8, -70, 2, cc:f4:11:4b:fb:1b
621393490, 0.0, 8.001, 0.177, 7, 8, -70, 2, cc:f4:11:4b:fb:1b
621394000, 0.0, 8.001, 0.517, 7, 8, -72, 2, cc:f4:11:4b:fb:1b
621394508, 0.0, 7.962, 0.225, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621395012, 0.0, 8.001, 0.176, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621395523, 0.0, 8.079, 0.169, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621396034, 0.0, 7.962, 0.171, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621396543, 0.0, 7.947, 0.486, 7, 8, -69, 2, cc:f4:11:4b:fb:1b
621397054, 0.0, 8.001, 0.142, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621397552, 0.0, 7.923, 0.202, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621398069, 0.0, 8.079, 0.126, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621398581, 0.0, 8.001, 0.211, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621399092, 0.0, 7.962, 0.175, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621399598, 0.0, 7.884, 0.274, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621400116, 0.0, 7.923, 0.25, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621400626, 0.0, 8.001, 0.176, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621401141, 0.0, 8.001, 0.216, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621401653, 0.0, 8.079, 0.089, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621402154, 0.0, 8.001, 0.19, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621402657, 0.0, 7.923, 0.203, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621403166, 0.0, 8.118, 0.085, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621403679, 0.0, 8.04, 0.108, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621404188, 0.0, 7.962, 0.171, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621404699, 0.0, 7.962, 0.168, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621405206, 0.0, 7.962, 0.236, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621405718, 0.0, 7.962, 0.207, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621406227, 0.0, 7.845, 0.26, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621406722, 0.0, 7.845, 0.218, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621407239, 0.0, 7.962, 0.158, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621407749, 0.0, 7.767, 0.315, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621408261, 0.0, 7.923, 0.202, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621408772, 0.0, 7.923, 0.227, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621409281, 0.0, 7.962, 0.191, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621409790, 0.0, 7.923, 0.233, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621410301, 0.0, 7.923, 0.227, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621410812, 0.0, 7.962, 0.22, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
621411320, 0.0, 7.845, 0.209, 7, 8, -71, 2, cc:f4:11:4b:fb:1b
