#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-MAC>
620321712, 0.0, 4.372, 0.261, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620322224, 0.0, 3.2, 1.071, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620322733, 0.0, 3.786, 0.871, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620323241, 0.0, 3.239, 1.003, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620323757, 0.0, 4.45, 0.225, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620324268, 0.0, 4.489, 0.249, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620324778, 0.0, 3.122, 1.058, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620325291, 0.0, 3.825, 0.821, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620325799, 0.0, 4.45, 0.274, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620326313, 0.0, 3.786, 0.846, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620326825, 0.0, 3.864, 0.816, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620327338, 0.0, 3.122, 1.069, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620327850, 0.0, 3.161, 1.015, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620328357, 0.0, 3.083, 1.109, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620328875, 0.0, 3.239, 0.989, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620329389, 0.0, 3.825, 0.839, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620329899, 0.0, 3.825, 0.831, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620330411, 0.0, 3.786, 0.793, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620330918, 0.0, 4.45, 0.25, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620331433, 0.0, 3.747, 0.911, 7, 8, -58, 0, b0:e4:d5:1a:85:5d
620331947, 0.0, 3.161, 1.034, 7, 8, -58, 0, b0:e4:d5:1a:85:5d
620332460, 0.0, 3.864, 0.796, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620332972, 0.0, 3.669, 0.904, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620333480, 0.0, 3.708, 0.823, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620333996, 0.0, 4.45, 0.216, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620334507, 0.0, 3.825, 0.822, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
